Dept,Course,Section,Author,Title,ISBN,Edition,YR,Status,Instructor,Campus,Price
PHIL,854,G100,KANT,CRITIQUE OF PURE REASON (TRANS,978-0-521-65729-7,1,99,RQ,HEIDE,BUR,$56.95
PHIL,854,G100,KANT,"THEORETICAL PHILOSOPHY, 1755-1",978-0-521-53170-2,1,3,RQ,HEIDE,BUR,$74.95
PHIL,120W,D100,COHEN,CONTEMPORARY DEBATES IN APPLIE,978-1-118-47939-1,2,13,RQ,BLACK,BUR,$54.00
PHIL,451W,E200,OXFORD,ARISTOTLE: DE ANIMA,978-0-19-924345-7,1,16,RQ,TWOMEY,BUR,$52.00
PHIL,451W,E100,KANT,CRITIQUE OF PURE REASON (TRANS,978-0-521-65729-7,1,99,RQ,HEIDE,BUR,$56.95
PHIL,451W,E100,KANT,"THEORETICAL PHILOSOPHY, 1755-1",978-0-521-53170-2,1,3,RQ,HEIDE,BUR,$74.95
PHYS,100,D100,MPS,I-CLICKER+,978-1-4641-2015-2,1,12,RQ,WATKINS,BUR,$48.00
PHYS,100,D200,MPS,I-CLICKER+,978-1-4641-2015-2,1,12,RQ,EMBERLY,SUR,$48.00
PHYS,102,D100,MPS,I-CLICKER+,978-1-4641-2015-2,1,12,RQ,CHEN,BUR,$48.00
PHYS,125,D100,TAYLOR,SPACETIME PHYSICS,978-0-7167-2327-1,2,92,RC,TROTTIER,BUR,$85.00
PHYS,132,LA01,TAYLOR,INTRO TO ERROR ANALYSIS,978-0-935702-75-0,2,97,RC,JOHNSON,BUR,$70.00
PHYS,140,FIC ALL,LAWS,WORKSHOP PHYSICS ETC (MODULE 1,978-0-471-64140-7,2,4,RQ,SMITH,BUR,$84.00
PHYS,140,FIC ALL,LAWS,WORKSHOP PHYSICS ETC (MODULE 2,978-0-471-64155-1,2,4,RQ,SMITH,BUR,$61.00
PHYS,141,FIC ALL,LAWS,WORKSHOP PHYSICS (MODULE 4) EL,978-0-471-64116-2,2,4,RQ,SMITH,BUR,$78.00
PHYS,211,D100,TAYLOR,CLASSICAL MECHANICS,978-1-891389-22-1,1,4,RQ,DEBENEDICTIS,BUR,$175.00
PHYS,221,D100,ULABY,FUNDAMENTALS OF APPLIED ELECTR,978-0-13-335681-6,7,14,RQ,CHEN,BUR,$218.00
PHYS,231,D100,TAYLOR,INTRO TO ERROR ANALYSIS,978-0-935702-75-0,2,97,RQ,MCGUIRK,BUR,$70.00
PHYS,255,D100,FRENCH,VIBRATIONS & WAVES,978-0-393-09936-2,1,71,RQ,SIMMONS,BUR,$60.00
PHYS,347,D100,PHILLIPS,PHYSICAL BIOLOGY OF THE CELL,978-0-8153-4450-6,2,12,RQ,FORDE,BUR,$227.00
PHYS,385,D100,GRIFFITHS,INTRO TO QUANTUM MECHANICS,978-0-13-111892-8,2,5,RQ,VETTERLI,BUR,$163.00
PHYS,413,D100,LANDAU,MECHANICS (V1),978-0-7506-2896-9,3,76,RQ,FROLOV,BUR,$110.00
PHYS,421,D100,GRIFFITHS,INTRO TO ELECTRODYNAMICS,978-0-321-85656-2,4,13,RQ,MUN,BUR,$208.00
PHYS,455,D100,LIPSON,OPTICAL PHYSICS,978-0-521-49345-1,4,10,RQ,HALJAN,BUR,$119.00
PHYS,801,G100,WALTER,SCIENTISTS MUST SPEAK,978-1-4398-2603-4,2,10,RQ,HERBUT,BUR,$40.50
PHYS,810,G100,SHANKAR,PRINCIPLES OF QUANTUM MECHANIC,978-0-306-44790-7,2,94,RC,KENNETT,BUR,$110.00
PHYS,810,G100,GOTTFRIED,QUANTUM MECHANICS,978-0-387-22023-9,2,4,RC,KENNETT,BUR,$67.00
PHYS,810,G100,BALLENTINE,QUANTUM MECHANICS: A MODERN DE,978-981-457-858-5,2,14,RC,KENNETT,BUR,$113.00
PHYS,810,G100,LANDAU,QUANTUM MECHANICS: NON-RELATIV,978-0-7506-3539-4,3,81,RC,KENNETT,BUR,$75.00
PHYS,821,G100,JACKSON,CLASSICAL ELECTRODYNAMICS,978-0-471-30932-1,3,98,RC,DEBENEDICTIS,BUR,$146.00
PHYS,821,G100,GARG,CLASSICAL ELECTROMAGENTISM IN,978-0-691-13018-7,1,12,RC,DEBENEDICTIS,BUR,$141.00
PHYS,821,G100,LANDAU,CLASSICAL THEORY OF FIELDS (V2,978-0-7506-2768-9,4,95,RC,DEBENEDICTIS,BUR,$110.00
PHYS,821,G100,LANDAU,ELECTRODYNAMICS OF CONTINUOUS,978-0-7506-2634-7,2,83,RC,DEBENEDICTIS,BUR,$110.00
PHYS,821,G100,ZANGWILL,MODERN ELECTRODYNAMICS,978-0-521-89697-9,1,12,RC,DEBENEDICTIS,BUR,$125.00
PHYS,855,G100,LIPSON,OPTICAL PHYSICS,978-0-521-49345-1,4,10,RQ,HALJAN,BUR,$119.00
PLCY,803,G100,BROOKS,CANADIAN DEMOCRACY,978-0-19-901115-5,8,0,RQ,GORDON,HRB,$115.00
PLCY,805,G100,BRYMAN,SOCIAL RESEARCH METHODS: CANAD,978-0-19-900978-7,4,16,RQ,SAVAS,HRB,$120.00
PLCY,828,G100,SHAFFER,MULTIPLE ACCOUNT BENEFIT ANALY,978-1-4426-1045-3,1,10,RQ,SHAFFER,HRB,$34.00
POL,100,F100,CARON,AFFIRMATION IDENTITAIRE DU CAN,978-2-924142-16-5,1,14,RQ,LEGER,BUR,$19.95
POL,141,D100,KISSINGER,WORLD ORDER (PB),978-0-14-312771-0,1,14,RQ,MOENS,BUR,$24.00
POL,200,D100,HALPERIN,POLITICAL RESEARCH : METHODS A,978-0-19-955841-4,1,12,RQ,JERAM,BUR,$62.00
POL,201,D100,KELLSTEDT,FUND OF POLITICAL SCIENCE RESE,978-1-107-62166-4,2,13,RQ,WELDON,BUR,$107.00
POL,201,D100,WHEELAN,NAKED STATISTICS: STRIPPING TH,978-0-393-34777-7,1,14,RQ,WELDON,BUR,$24.00
POL,201,D100,KABACOFF,R IN ACTION : DATA ANALYSIS AN,978-1-61729-138-8,2,13,RQ,WELDON,BUR,$87.00
POL,221,C100,DYCK,CANADIAN POLITICS,978-0-17-650946-0,7,13,RQ,MACLEOD,BUR,$132.00
POL,231,D100,CARAMANI,COMPARATIVE POLITICS,978-0-19-966599-0,3,14,RQ,MCGOVERN,BUR,$90.00
POL,232,C100,WILSON,AMERICAN GOVERNMENT BRIEF VERS,978-0-495-90678-0,10,12,RQ,CARMACK,BUR,$242.00
POL,232,C100,OBAMA,AUDACITY OF HOPE,978-0-307-23770-5,1,6,RQ,CARMACK,BUR,$19.95
POL,313,D100,FREEDEN,IDEOLOGIES & POLITICAL THEORY,978-0-19-829414-6,1,98,RQ,LAYCOCK,BUR,$92.00
POL,324,D100,HOGG,CONSTITUTIONAL LAW OF CANADA,978-0-7798-7257-2,1,16,RQ,HEARD,BUR,$173.00
POL,339,D100,COOMANS,METHODS OF HUMAN RIGHTS RESEAR,978-90-509-5879-0,1,9,RQ,MCGOVERN,BUR,$84.00
POL,339,D200,HAMPSHIRE,POLITICS OF IMMIGRATION,978-0-7456-3899-7,1,13,RQ,JERAM,BUR,$26.95
POL,343,J100,STUBBS,POLITICAL ECONOMY & CHANGING G,978-0-19-541989-4,3,6,RQ,GINNELL,HRB,$152.00
POL,359,F100,GOSSELIN,REGIMES POLITIQUES ET SOCIETES,978-2-7637-8291-1,1,7,RQ,LABRECQUE,BUR,$40.00
POL,417,D100,DONNELLY,UNIVERSAL HUMAN RIGHTS IN THEO,978-0-8014-7770-6,3,13,RQ,HEARD,BUR,$35.95
POL,428,D100,CARTY,BIG TENT POLITICS,978-0-7748-3000-3,1,15,RQ,LAYCOCK,BUR,$31.00
POL,428,D200,MACIVOR,CANADIAN POLITICS & GOVERNMENT,978-0-19-544728-6,2,13,RQ,MCGOVERN,BUR,$103.00
POL,428,D100,FARNEY,CONSERVATISM IN CANADA,978-1-4426-1456-7,1,13,RQ,LAYCOCK,BUR,$40.00
POL,428,D100,FREEDEN,IDEOLOGY : VERY SHORT INTRO,978-0-19-280281-1,1,3,RQ,LAYCOCK,BUR,$11.95
POL,428,D100,LAYCOCK,REVIVING SOCIAL DEMOCRACY : TH,978-0-7748-2850-5,1,15,RQ,LAYCOCK,BUR,$36.00
POL,803,G100,GERRING,CASE STUDY RESEARCH PRIN+PRACT,978-0-521-67656-4,1,6,RQ,MCGOVERN,BUR,$39.95
POL,803,G100,BRADY,RETHINKING SOCIAL INQUIRY,978-1-4422-0344-0,2,10,RQ,MCGOVERN,BUR,$65.00
POL,826,G100,CARTY,BIG TENT POLITICS,978-0-7748-3000-3,1,15,RQ,LAYCOCK,BUR,$31.00
POL,826,G100,FARNEY,CONSERVATISM IN CANADA,978-1-4426-1456-7,1,13,RQ,LAYCOCK,BUR,$40.00
POL,826,G100,FREEDEN,IDEOLOGY : VERY SHORT INTRO,978-0-19-280281-1,1,3,RQ,LAYCOCK,BUR,$11.95
POL,826,G100,LAYCOCK,REVIVING SOCIAL DEMOCRACY : TH,978-0-7748-2850-5,1,15,RQ,LAYCOCK,BUR,$36.00
POL,841,G100,KEOHANE,AFTER HEGEMONY REV (WITH NEW P,978-0-691-12248-9,1,5,RQ,KAWASAKI,BUR,$44.00
POL,841,G100,BULL,ANARCHICAL SOCIETY,978-0-231-16129-9,4,12,RQ,KAWASAKI,BUR,$36.00
POL,841,G100,TICKNER,GENDERING WORLD POLITICS,978-0-231-11367-0,1,1,RQ,KAWASAKI,BUR,$30.00
POL,841,G100,WALZER,JUST & UNJUST WARS,978-0-465-05271-4,1,15,RQ,KAWASAKI,BUR,$17.99
POL,841,G100,WALTZ,MAN THE STATE AND WAR (WITH NE,978-0-231-12537-6,1,1,RQ,KAWASAKI,BUR,$30.00
POL,841,G100,KEOHANE,POWER & INTERDEPENDENCE,978-0-205-08291-9,4,12,RQ,KAWASAKI,BUR,$86.00
POL,841,G100,WALTZ,THEORY OF INTERNATIONAL POLITI,978-1-57766-670-7,1,10,RQ,KAWASAKI,BUR,$58.00
POL,841,G100,MEARSHEIMER,TRAGEDY OF GREAT POWER POLITIC,978-0-393-32396-2,1,3,RQ,KAWASAKI,BUR,$22.00
POL,841,G100,RUSSETT,TRIANGULATING PEACE,978-0-393-97684-7,1,1,RQ,KAWASAKI,BUR,$54.00
POL,841,G100,GILPIN,WAR & CHANGE IN WORLD POLITICS,978-0-521-27376-3,1,81,RQ,KAWASAKI,BUR,$60.00
POL,854,G100,STRUNK,ELEMENTS OF STYLE (FOREWORD AN,978-0-205-30902-3,4,0,RQ,FUJI JOHNSON,HRB,$12.95
POL,854,G100,WAGENAAR,MEANING IN ACTION: INTERPRETAT,978-0-7656-1789-7,1,0,RQ,FUJI JOHNSON,HRB,$60.00
POL,854,G100,FISCHER,REFRAMING PUBLIC POLICY,978-0-19-924264-1,1,3,RQ,FUJI JOHNSON,HRB,$78.00
POL,101W,D900,DAHL,ON DEMOCRACY : SECOND EDITION,978-0-300-19446-3,2,15,RQ,THOMAS,SUR,$22.00
POL,101W,D900,MINTZ,"POLITICS, POWER AND THE COMMON",978-0-13-339935-6,4,14,RQ,THOMAS,SUR,$153.00
POL,445W,J100,GADDIS,STRATEGIES OF CONTAINMENT (REV,978-0-19-517447-2,1,5,RQ,TEEPLE,HRB,$21.95
PSYC,100,D100,MPS,I-CLICKER+,978-1-4641-2015-2,1,12,RQ,DAY,BUR,$48.00
PSYC,100,E100,MPS,I-CLICKER+,978-1-4641-2015-2,1,12,RQ,DAY,BUR,$48.00
PSYC,102,D100,MPS,I-CLICKER+,978-1-4641-2015-2,1,12,RQ,ALDER,BUR,$48.00
PSYC,109,FIC ALL,ROSEN,ACADEMIC WRITERS HANDBOOK,978-0-205-71761-3,3,12,RQ,THOMAS,BUR,$135.00
PSYC,221,D100,GOLDSTEIN,COGNITIVE PSYCHOLOGY (TEXT ONL,978-1-285-76388-0,4,15,RQ,WRIGHT,BUR,$213.00
PSYC,260,D100,ARONSON,SOCIAL PSYCHOLOGY (TEXT ONLY),978-0-13-216539-6,5,12,CH,AKNIN,BUR,$179.00
PSYC,268,C100,ROESCH,FORENSIC PSYCHOLOGY AND LAW: C,978-1-118-16175-3,1,13,RQ,GOMES,BUR,$146.00
PSYC,268,D100,ROESCH,FORENSIC PSYCHOLOGY AND LAW: C,978-1-118-16175-3,1,13,RQ,CONNOLLY,BUR,$146.00
PSYC,268,D100,MPS,I-CLICKER+,978-1-4641-2015-2,1,12,RQ,CONNOLLY,BUR,$48.00
PSYC,280,C100,BREEDLOVE,BIOLOGICAL PSYCHOLOGY,978-0-87893-927-5,7,13,RQ,WATSON,BUR,$224.00
PSYC,280,D100,WATSON,MINDS MACHINE : FOUNDATIONS OF,978-1-60535-276-3,2,15,RQ,MISTLBERGER,BUR,$198.00
PSYC,301,D100,HOWELL,STATISTICAL METHODS FOR PSYCHO,978-1-111-83548-4,8,12,RQ,SLANEY,BUR,$216.00
PSYC,303,D100,WOLFE,SENSATION AND PERCEPTION,978-1-60535-211-4,4,14,CH,LAGROIX,BUR,$205.00
PSYC,355,J100,SANTROCK,ADOLESCENCE,978-0-07-811718-3,16,15,RQ,WEREHA,HRB,$199.95
PSYC,357,D100,WHITBOURNE,ADULT DEVELOPMENT & AGING,978-1-118-42519-0,5,14,RQ,LOKEN THORNTON,BUR,$222.00
PSYC,363,D100,JOHNSON,PRIVILEGE POWER & DIFFERENCE,978-0-07-287489-1,2,5,RQ,WRIGHT,BUR,$87.00
PSYC,365,D100,POOLE,PSYCHOLOGY OF HEALTH AND HEALT,978-0-13-309827-3,5,15,CH,COX,BUR,$185.00
PSYC,370,D100,CROWNE,PERSONALITY THEORY,978-0-19-543020-2,2,9,RQ,LEY,BUR,$212.00
PSYC,381,D100,NELSON,INTRODUCTION TO BEHAVIORAL END,978-1-60535-382-1,4,11,RQ,JONES,BUR,$142.00
PSYC,382,D100,IVRY,COGNITIVE NEUROSCIENCE : THE B,978-0-393-91348-4,4,13,RQ,LIOTTI,BUR,$198.00
PSYC,382,D100,MPS,I-CLICKER+,978-1-4641-2015-2,1,12,RQ,LIOTTI,BUR,$48.00
PSYC,386,D100,LUCK,INTRODUCTION TO THE EVENT-RELA,978-0-262-52585-5,2,14,RQ,MCDONALD,BUR,$74.00
PSYC,391,D200,BURACK,OXFORD HANDBOOK OF INTELLECTUA,978-0-19-530501-2,2,11,RQ,IAROCCI,BUR,$120.00
PSYC,410,D100,MYERS,RESEARCH DESIGN AND STATISTICA,978-0-8058-6431-1,3,10,RQ,FOULADI,BUR,$191.00
PSYC,201W,D100,MPS,I-CLICKER+,978-1-4641-2015-2,1,12,RQ,ROSE,BUR,$48.00
PSYC,201W,D900,COZBY,METHODS IN BEHAVIORAL RESEARCH,978-1-259-08846-9,2,16,RQ,THOMAS,SUR,$142.00
PSYC,807B,G100,NICHOLS,FAMILY THERAPY : CONCEPTS AND,978-0-13-430074-0,11,16,RQ,IAROCCI,BUR,$210.00
PUB,131,E100,SAMARA,DESIGN ELEMENTS: UNDERSTANDING,978-1-59253-927-7,2,14,RC,GAGNON,HRB,$39.00
PUB,231,D100,SAMARA,DESIGN ELEMENTS: UNDERSTANDING,978-1-59253-927-7,2,14,RC,PAGE,HRB,$39.00
PUB,231,D100,BRINGHURST,ELEMENTS OF TYPOGRAPHIC STYLE,978-0-88179-212-6,4,13,RC,PAGE,HRB,$27.00
PUB,350,D100,THOMPSON,MERCHANTS OF CULTURE (HC),978-0-7456-6361-6,2,13,CH,BROADHURST,HRB,$20.00
PUB,350,D100,THOMPSON,MERCHANTS OF CULTURE (PB),978-0-452-29772-2,2,12,CH,BROADHURST,HRB,$20.00
PUB,375,E100,JOHNSON,MAGAZINE FROM COVER TO COVER,978-0-19-982984-2,3,12,RQ,JOHNSON,HRB,$122.00
PUB,401,D100,PIPER,BOOK WAS THERE,978-0-226-10348-8,1,13,RQ,MCGREGOR,HRB,$21.00
PUB,600,G100,WOLL,PUBLISHING FOR PROFIT,978-1-61374-973-9,5,14,RQ,JOHNSON,HRB,$31.95
PUB,601,G100,UNIV OF CHICA,CHICAGO MANUAL OF STYLE(EDUNIV,978-0-226-10420-1,16,11,RQ,STEEDMAN,HRB,$81.00
PUB,601,G100,GROSS,EDITORS ON EDITING,978-0-8021-3263-5,3,93,RQ,STEEDMAN,HRB,$22.00
PUB,602,G100,CALDWELL,EDITORIAL DESIGN,978-1-78067-164-2,2,14,RC,PAGE,HRB,$41.95
PUB,602,G100,BRINGHURST,ELEMENTS OF TYPOGRAPHIC STYLE,978-0-88179-212-6,4,13,RQ,PAGE,HRB,$27.00
REM,100,D100,HITE,GLOBAL ISSUES : AN INTRODUCTIO,978-1-118-96885-7,5,12,RQ,HAEGELI,BUR,$46.00
REM,100,D100,MPS,I-CLICKER+,978-1-4641-2015-2,1,12,RQ,HAEGELI,BUR,$48.00
REM,321,D100,ROACH,ENVIRONMENTAL AND NATURAL RESO,978-0-7656-3792-5,3,14,RQ,AXSEN,BUR,$143.00
REM,321,D100,MPS,I-CLICKER+,978-1-4641-2015-2,1,12,RQ,AXSEN,BUR,$48.00
REM,611,G100,KAREIVA,CONSERVATION SCIENCE : BALANCI,978-1-936221-49-3,2,14,RQ,SESSIONAL,BUR,$128.00
REM,621,G100,HANLEY,INTRODUCTION TO ENVIRONMENTAL,978-0-19-956873-4,2,13,RQ,KNOWLER,BUR,$90.00
REM,642,G100,HODGE,PLANNING CANADIAN COMMUNITIES,978-0-17-650982-8,6,14,RC,ROSELAND,BUR,$140.00
REM,644,G100,BARDACH,PRACTICAL GUIDE FOR POLICY ANA,978-1-4833-5946-5,5,15,RQ,RUTHERFORD,BUR,$58.00
REM,644,G100,HOWLETT,STUDYING PUBLIC POLICY,978-0-19-542802-5,3,9,RQ,RUTHERFORD,BUR,$116.00
SA,101,D900,SATTERFIELD,ANATOMY OF A CONFLICT,978-0-7748-0893-4,1,7,RQ,INGLIS,SUR,$38.00
SA,101,D100,DELANEY,INVESTIGATING CULTURE,978-1-4051-5424-6,2,11,RQ,FERENCZI,BUR,$55.00
SA,101,D100,AHEARN,INVITATIONS TO LOVE,978-0-472-06784-8,1,1,RQ,FERENCZI,BUR,$43.00
SA,101,D100,GOLDSTEIN,"LAUGHTER OUT OF PLACE: RACE, C",978-0-520-27604-8,1,13,RQ,FERENCZI,BUR,$48.00
SA,101,D900,GOLDSTEIN,"LAUGHTER OUT OF PLACE: RACE, C",978-0-520-27604-8,1,13,RQ,INGLIS,SUR,$48.00
SA,101,J100,WALSH,MADE IN MADAGASCAR,978-1-4426-0374-5,1,12,RQ,MORETTI,HRB,$28.00
SA,101,D900,KENNY,STORIES OF CULTURE AND PLACE,978-1-4426-0794-1,1,14,RQ,INGLIS,SUR,$49.00
SA,101,J100,KENNY,STORIES OF CULTURE AND PLACE,978-1-4426-0794-1,1,14,RQ,MORETTI,HRB,$49.00
SA,150,D100,STECKLEY,ELEMENTS OF SOCIOLOGY,978-0-19-544862-7,3,13,RQ,FREEMAN,BUR,$109.00
SA,150,C100,BRYM,NEW SOCIETY,978-0-17-666220-2,7,13,RQ,TRAVERS,BUR,$158.00
SA,231,D100,MITCHELL,FAMILY MATTERS: AN INTRO TO FA,978-1-55130-410-6,2,12,RQ,MITCHELL,BUR,$93.00
SA,231,D100,SEV'ER,SKELETONS IN THE CLOSET: A SOC,978-1-55458-265-5,1,11,RQ,MITCHELL,BUR,$43.00
SA,250,C100,PIERCY,"HE, SHE & IT (RACK SIZE)",978-0-449-22060-3,1,93,RQ,TRAVERS,BUR,$8.99
SA,250,D100,THOMSON,MODERN SOCIAL THOUGHT: AN INTR,978-0-19-900240-5,1,15,RQ,PATTON,BUR,$87.00
SA,250,C100,LEMERT,SOCIAL THEORY : MULTICULTURAL,978-0-8133-4668-7,5,13,RQ,TRAVERS,BUR,$78.00
SA,257,D100,DRESSLER,5 THINGS YOU NEED TO KNOW ABOU,978-1-61132-393-1,1,15,RQ,CRAGE,BUR,$41.00
SA,300,J100,COBURN,MORE WILL SING THEIR WAY TO FR,978-1-55266-780-4,1,15,RQ,DERGOUSOFF,HRB,$33.00
SA,300,J100,SAMUELSON,POWER & RESISTANCE : CRITICAL,978-1-55266-474-2,5,12,RQ,DERGOUSOFF,HRB,$59.00
SA,301,D100,BESSIRE,BEHOLD THE BLACK CAIMAN : A CH,978-0-226-17557-7,1,14,RQ,MILLAR,BUR,$30.00
SA,301,D100,HO,LIQUIDATED : AN ETHNOGRAPHY OF,978-0-8223-4599-2,1,9,RQ,MILLAR,BUR,$38.00
SA,301,D100,GARCIA,PASTORAL CLINIC : ADDICTION AN,978-0-520-26208-9,1,10,RQ,MILLAR,BUR,$42.00
SA,321,E100,CARROLL,WORLD TO WIN : CONTEMPORARY SO,978-1-894037-73-0,1,16,RQ,DERGOUSOFF,BUR,$28.00
SA,326,D100,DUNLAP,SOCIOLOGICAL THEORY & ENVIRONM,978-0-7425-0186-7,1,2,RQ,AVDAN,BUR,$70.00
SA,332,D100,MEAD,GROWING UP IN NEW GUINEA : A C,978-0-688-17811-6,1,1,RQ,SHAW,BUR,$18.50
SA,350,D100,DURKHEIM,DIVISION OF LABOR IN SOCIETY,978-1-4767-4973-0,1,14,RQ,MILLAR,BUR,$21.95
SA,350,D100,DURKHEIM,ELEMENTARY FORMS OF RELIGIOUS,978-0-19-954012-9,1,8,RQ,MILLAR,BUR,$14.95
SA,350,D100,TUCKER,MARX-ENGELS READER (W/788 PGS),978-0-393-09040-6,2,78,RQ,MILLAR,BUR,$38.00
SA,350,D100,WEBER,PROTESTANT ETHIC AND THE SPIRI,978-0-486-42703-4,1,3,RQ,MILLAR,BUR,$16.00
SA,351,D100,MARX,CAPITAL (V1),978-0-394-72657-1,1,77,RQ,TEEPLE,BUR,$37.00
SA,355,J100,GEORGE,IBM SPSS STATISTICS 23 STEP BY,978-0-13-432025-0,14,16,RQ,ATCHISON,HRB,$145.00
SA,355,D100,HEALEY,STATISTICS : TOOL FOR SOCIAL R,978-0-17-656207-6,3,15,RQ,SCOTT,BUR,$121.00
SA,360,D100,MALLESON,AFTER OCCUPY : ECONOMIC DEMOCR,978-0-19-027500-6,1,15,RQ,OTERO,BUR,$24.00
SA,360,D100,PIKETTY,CAPITAL IN THE 21ST CENTURY,978-0-674-43000-6,1,14,RQ,OTERO,BUR,$52.00
SA,360,D100,THERBORN,KILLING FIELDS OF INEQUALITY,978-0-7456-6259-6,1,13,RQ,OTERO,BUR,$21.95
SA,363,C100,MCMICHAEL,CONTESTING DEVEOPLMENT,978-0-415-87332-1,3,9,RQ,ASHLEY,BUR,$70.00
SA,363,C100,MCMICHAEL,DEVELOPMENT AND SOCIAL CHANGE,978-1-4129-9207-7,5,11,RQ,ASHLEY,BUR,$116.00
SA,363,C100,WAYNE,MARX'S DAS KAPITAL FOR BEGINNE,978-1-934389-59-1,1,12,RQ,ASHLEY,BUR,$24.99
SA,364,E100,FASSIN,ENFORCING ORDER : AN ETHNOGRAP,978-0-7456-6480-4,1,13,RQ,DYCK,BUR,$26.95
SA,420,C100,MCPHERSON,AGING AS A SOCIAL PROCESS,978-0-19-544492-6,6,13,RQ,WISTER,BUR,$109.00
SA,429,E100,MCMICHAEL,DEVELOPMENT AND SOCIAL CHANGE,978-1-4522-7590-1,6,16,RQ,ATASOY,HRB,$130.00
SA,429,E100,ATASOY,ISLAM'S MARRIAGE WITH NEOLIBER,978-0-230-54680-6,1,9,RC,ATASOY,HRB,$163.00
SA,450,E100,POLANYI,GREAT TRANSFORMATION (FWD STIG,978-0-8070-5643-1,2,1,RQ,ATASOY,BUR,$34.00
SA,450,E100,ARRIGHI,LONG TWENTIETH CENTURY : MONEY,978-1-84467-304-9,1,0,RQ,ATASOY,BUR,$33.00
SA,850,G100,POLANYI,GREAT TRANSFORMATION (FWD STIG,978-0-8070-5643-1,2,1,RQ,ATASOY,BUR,$34.00
SA,850,G100,ARRIGHI,LONG TWENTIETH CENTURY : MONEY,978-1-84467-304-9,1,0,RQ,ATASOY,BUR,$33.00
SA,875,G100,MORETTI,MILANESE ENCOUNTERS:  PUBLIC S,978-1-4426-2699-7,1,15,RQ,CULHANE,BUR,$32.95
SA,201W,D100,STERN,READING CULTURAL ANTHROPOLOGY:,978-0-19-901312-8,1,15,RQ,STERN,BUR,$77.00
SA,201W,D100,RENO,WASTE AWAY : WORKING AND LIVIN,978-0-520-28894-2,1,16,RQ,STERN,BUR,$42.00
SA,302W,D100,VELTMEYER,"AGRARIAN CHANGE, MIGRATION AND",978-1-55266-812-2,1,16,RQ,DERGOUSOFF,HRB,$21.00
SA,302W,D100,MACDONALD,CO-OPERATIVE ENTERPRISE BUILDI,978-1-62287-401-9,1,13,RC,DERGOUSOFF,HRB,$33.00
SA,302W,D100,BENERA,"GENDER, DEVELOPMENT AND GLOBAL",978-0-415-53749-0,2,15,RQ,DERGOUSOFF,HRB,$78.00
SA,302W,D100,ELLWOOD,GLOBALIZATION : BUYING AND SEL,978-1-78026-237-6,1,15,RQ,DERGOUSOFF,HRB,$13.00
SCD,401,C100,KEOHANE,SOCIAL ENTREPRENEURSHIP FOR TH,978-0-07-180167-6,1,13,RQ,TBD,BUR,$39.95
SPAN,201,D100,JARVIS,CONTINUEMOS!,978-1-111-83164-6,8,13,RQ,ESCUDERO,BUR,$173.00
SPAN,303,D100,DOMINICIS,REPASE Y ESCRIBA (TEXTBOOK),978-1-118-50931-9,7,13,RQ,ESCUDERO,BUR,$167.00
SPAN,303,D100,DOMINICIS,REPASE Y ESCRIBA (WORKBOOK),978-1-118-50933-3,7,13,RQ,ESCUDERO,BUR,$109.00
STAT,201,D100,MPS,I-CLICKER+,978-1-4641-2015-2,1,12,RQ,LOUGHIN,BUR,$48.00
STAT,285,D900,JAY,PROBABILITY AND STATISTICS FOR,978-1-305-25180-9,9,14,RQ,CAMPBELL,SUR,$224.00
STAT,305,D100,PAGANO,PRINCIPLES OF BIOSTATISTICS (W,978-0-534-22902-3,2,0,RQ,DAVIS,BUR,$267.00
STAT,330,D100,HOGG,INTRO TO MATHEMATICAL STATISTI,978-0-321-79543-4,7,13,CH,WANG,BUR,$218.00
STAT,342,D100,KLEINMAN,SAS AND R: DATA MANAGEMENT STA,978-1-4665-8449-5,2,14,RC,DAVIS,BUR,$122.00
STAT,350,D100,WEISBERG,APPLIED LINEAR REGRESSION,978-1-118-38608-8,4,14,RC,CAO,BUR,$154.00
STAT,430,D100,MONTGOMERY,DESIGN & ANALYSIS OF EXPERIMEN,978-1-118-14692-7,8,13,RQ,TANG,BUR,$206.00
STAT,450,D100,CASELLA,STATISTICAL INFERENCE,978-0-534-24312-8,2,2,RC,CAO,BUR,$267.00
STAT,830,G100,WASSERMAN,ALL OF STATISTICS,978-0-387-40272-7,1,4,RQ,MCNENEY,BUR,$95.00
URB,630,G100,HALL,CITIES OF TOMORROW,978-1-118-45647-7,4,14,RQ,HERN,HRB,$65.95
WL,100,C100,IRANI,BOMBAY PLAYS : MATKA KING & BO,978-0-88754-560-3,1,7,RQ,SEIGNEURIE,BUR,$19.95
WL,100,D100,MESSENGER,CANADIAN WRITERS HANDBOOK ESSE,978-0-19-543039-4,1,12,RC,DEGGAN,BUR,$38.00
WL,100,C100,SOPHOCLES,COMPLETE SOPHOCLES (V1: THEBAN,978-0-19-538880-0,1,0,RQ,SEIGNEURIE,BUR,$14.50
WL,100,C100,CONRAD,HEART OF DARKNESS,978-0-14-144167-2,1,7,RQ,SEIGNEURIE,BUR,$12.00
WL,100,D100,EURIPIDES,HIPPOLYTUS,978-0-19-507290-7,1,92,RQ,DEGGAN,BUR,$12.95
WL,100,D100,OYONO,HOUSEBOY,978-1-57766-988-3,1,12,RQ,DEGGAN,BUR,$22.00
WL,100,D100,CHANG,LOVE IN A FALLEN CITY,978-1-59017-178-3,1,7,RQ,DEGGAN,BUR,$18.95
